"","es_score","brier_score","location","target_date","X24B_50_CI","X24C_50_CI","recombinant_50_CI","other_50_CI","X24A_50_CI","X24B_95_CI","X24C_95_CI","recombinant_95_CI","other_95_CI","X24A_95_CI"
"274",NA,NA,"CT",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",NA,NA,"CT",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",NA,NA,"CT",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",NA,NA,"CT",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",NA,NA,"CT",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",NA,NA,"CT",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",NA,NA,"CT",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",NA,NA,"CT",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",NA,NA,"CT",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",NA,NA,"CT",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",0.132271097396719,0.425538466345028,"CT",2024-04-10,1,1,1,1,1,0,1,1,1,0
"285",0.165316318593699,0.509130790211997,"CT",2024-04-11,1,1,1,1,1,1,0,1,1,0
"286",0.194006242855425,0.599727239526694,"CT",2024-04-12,1,1,1,1,1,1,0,1,1,0
"287",NA,NA,"CT",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",NA,NA,"CT",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",NA,NA,"CT",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",NA,NA,"CT",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",NA,NA,"CT",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",0.415453433234479,1.20760941961458,"CT",2024-04-18,1,1,1,1,1,1,1,0,1,0
"293",0.451081559949383,1.30230718779302,"CT",2024-04-19,1,1,1,1,1,1,1,1,1,1
"294",NA,NA,"CT",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",0.00341085917085285,0.000934070634738137,"DC",2024-03-10,1,1,1,1,1,1,1,1,1,1
"296",NA,NA,"DC",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",NA,NA,"DC",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",NA,NA,"DC",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",NA,NA,"DC",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",0.0012618603382038,0.00138684275449503,"DC",2024-03-15,1,1,1,1,1,1,1,1,1,1
"301",0.001297031829612,0.00152933852619434,"DC",2024-03-16,1,1,1,1,1,1,1,1,1,1
"302",0.00635861681491522,0.00169816192839566,"DC",2024-03-17,1,1,1,1,1,1,1,1,1,1
"303",NA,NA,"DC",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",NA,NA,"DC",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",0.00227254220418968,0.00244043355097188,"DC",2024-03-20,1,1,1,1,1,1,1,1,1,1
"306",NA,NA,"DC",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",NA,NA,"DC",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",0.0136693454504726,0.00386622576415396,"DC",2024-03-23,1,1,1,1,1,1,1,1,1,1
"309",0.0041472236946236,0.00464114843316642,"DC",2024-03-24,1,1,1,1,1,1,1,1,1,1
"310",0.00490792916753732,0.00567128875229413,"DC",2024-03-25,1,1,1,1,1,1,1,1,1,1
"311",NA,NA,"DC",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",0.00632451860336671,0.0089831606406138,"DC",2024-03-27,1,1,1,1,1,1,1,1,1,1
"313",NA,NA,"DC",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",NA,NA,"DC",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",NA,NA,"DC",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",NA,NA,"DC",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",0.0193090638303328,0.0387465013978549,"DC",2024-04-01,1,1,1,1,1,1,1,1,1,1
"318",NA,NA,"DC",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",1.10546613434107,1.54988374008994,"DC",2024-04-03,0,1,1,1,0,0,1,1,1,0
"320",NA,NA,"DC",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",NA,NA,"DC",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",NA,NA,"DC",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",NA,NA,"DC",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",NA,NA,"DC",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",0.956743846442851,0.907155173222153,"DC",2024-04-09,1,1,0,1,1,1,0,0,1,1
"326",NA,NA,"DC",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",NA,NA,"DC",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",NA,NA,"DC",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",NA,NA,"DC",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",NA,NA,"DC",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",NA,NA,"DC",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",NA,NA,"DC",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",NA,NA,"DC",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",0.415568026960912,1.20760941961458,"DC",2024-04-18,1,1,1,1,1,1,0,1,1,0
"335",NA,NA,"DC",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",NA,NA,"DC",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",NA,NA,"DE",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",NA,NA,"DE",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",NA,NA,"DE",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",NA,NA,"DE",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",NA,NA,"DE",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",NA,NA,"DE",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",NA,NA,"DE",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",NA,NA,"DE",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",0.00191710790900245,0.00189982390049057,"DE",2024-03-18,1,1,1,1,1,1,1,1,1,1
"346",0.00188899334345758,0.00214317528604862,"DE",2024-03-19,1,1,1,1,1,1,1,1,1,1
"347",NA,NA,"DE",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",NA,NA,"DE",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",0.0119973352659942,0.0032723290318568,"DE",2024-03-22,1,1,1,1,1,1,1,1,1,1
"350",0.00367374499633943,0.00386622576415396,"DE",2024-03-23,1,1,1,1,1,1,1,1,1,1
"351",NA,NA,"DE",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",0.101240252675903,0.00567128875229413,"DE",2024-03-25,1,1,1,1,1,0,1,1,1,0
"353",NA,NA,"DE",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",0.00765213986587561,0.0089831606406138,"DE",2024-03-27,1,1,1,1,1,1,0,1,1,0
"355",0.0324721388465198,0.011656269457603,"DE",2024-03-28,1,1,1,1,1,1,1,1,1,1
"356",NA,NA,"DE",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",NA,NA,"DE",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",NA,NA,"DE",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",0.0184032600450936,0.0387465013978549,"DE",2024-04-01,1,1,1,1,1,1,1,1,1,1
"360",0.0232728215974062,0.0532634799687268,"DE",2024-04-02,1,1,1,1,1,1,0,1,1,0
"361",0.0992870438948987,0.0729151308421656,"DE",2024-04-03,1,1,1,1,1,1,0,1,1,0
"362",NA,NA,"DE",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",NA,NA,"DE",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",NA,NA,"DE",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",NA,NA,"DE",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",0.260907835522368,0.282301125857494,"DE",2024-04-08,1,1,1,1,1,1,0,1,1,0
"367",0.312458957277335,0.349748272865528,"DE",2024-04-09,1,1,1,1,1,1,0,1,1,0
"368",NA,NA,"DE",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",NA,NA,"DE",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",NA,NA,"DE",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",NA,NA,"DE",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",NA,NA,"DE",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",NA,NA,"DE",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",NA,NA,"DE",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",NA,NA,"DE",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",0.872535642880772,1.56627803376085,"DE",2024-04-18,0,1,1,1,1,0,1,1,1,0
"377",NA,NA,"DE",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",NA,NA,"DE",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",NA,NA,"FL",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",0.00814041691751004,0.000998657811683764,"FL",2024-03-11,1,1,1,1,1,1,1,1,1,1
"381",0.00106279563683778,0.00107424006498273,"FL",2024-03-12,1,1,1,1,1,1,1,1,1,1
"382",0.00992949724198025,0.00116255514774184,"FL",2024-03-13,1,1,1,1,1,1,1,1,1,1
"383",2.08391904932437,0.768318471104269,"FL",2024-03-14,0,1,0,1,0,0,1,0,1,0
"384",0.00523479631303529,0.00138684275449503,"FL",2024-03-15,1,1,1,1,1,1,1,1,1,1
"385",NA,NA,"FL",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",NA,NA,"FL",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",NA,NA,"FL",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",NA,NA,"FL",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",0.0522463491555811,0.00244043355097188,"FL",2024-03-20,1,1,1,1,1,1,1,1,1,1
"390",0.0397503732640748,0.00280871471400364,"FL",2024-03-21,1,1,1,1,1,1,1,1,1,1
"391",NA,NA,"FL",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",0.00355990080490877,0.00386622576415396,"FL",2024-03-23,1,1,1,1,1,1,1,1,1,1
"393",0.00459485057029616,0.00464114843316642,"FL",2024-03-24,1,1,1,1,1,0,1,1,1,0
"394",0.00558793961405621,0.00567128875229413,"FL",2024-03-25,1,1,1,1,1,1,1,1,1,1
"395",2.05114792901361,1.22643046206695,"FL",2024-03-26,1,0,0,1,0,1,0,0,1,0
"396",0.230281101881271,0.0089831606406138,"FL",2024-03-27,1,1,1,1,1,1,1,1,1,1
"397",0.146340307748554,0.011656269457603,"FL",2024-03-28,1,1,1,1,1,1,1,1,1,1
"398",0.0335873951764285,0.0154174897345395,"FL",2024-03-29,1,1,1,1,1,1,1,1,1,1
"399",NA,NA,"FL",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",NA,NA,"FL",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",NA,NA,"FL",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",0.919365596765771,0.379001411106658,"FL",2024-04-02,1,1,0,1,1,1,1,0,1,0
"403",0.0954989779005291,0.0729151308421656,"FL",2024-04-03,1,1,1,1,1,0,1,1,1,0
"404",0.940970214497079,0.350048036628227,"FL",2024-04-04,1,1,0,1,1,1,1,0,1,0
"405",0.153346799769012,0.132122129744134,"FL",2024-04-05,1,1,1,1,1,0,0,1,1,0
"406",NA,NA,"FL",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",NA,NA,"FL",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",0.0888296953251139,0.282301125857494,"FL",2024-04-08,1,1,1,1,1,1,0,1,1,0
"409",0.316247974288895,0.349748272865528,"FL",2024-04-09,1,1,1,1,1,1,0,1,1,0
"410",NA,NA,"FL",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",0.16737303766165,0.509130790211997,"FL",2024-04-11,1,1,1,1,1,1,1,1,1,1
"412",NA,NA,"FL",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",NA,NA,"FL",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",0.271054591766206,0.797139080854571,"FL",2024-04-14,1,1,1,1,1,1,0,1,1,0
"415",0.705285813756114,0.900731683639896,"FL",2024-04-15,1,1,1,1,1,1,1,1,1,1
"416",0.330862758118347,1.00501550907009,"FL",2024-04-16,1,1,1,1,1,1,1,1,1,1
"417",0.872183814830259,1.52409086952732,"FL",2024-04-17,0,1,1,1,1,0,0,1,1,1
"418",0.900919022089871,1.38694372668771,"FL",2024-04-18,0,1,1,1,1,0,0,1,1,0
"419",0.963042863448519,1.30230718779302,"FL",2024-04-19,1,1,1,1,0,1,0,1,1,0
"420",NA,NA,"FL",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",0.00302120094613836,0.000934070634738137,"GA",2024-03-10,1,1,1,1,1,1,1,1,1,1
"422",0.0265373919406632,0.000998657811683764,"GA",2024-03-11,1,1,1,1,1,1,1,1,1,1
"423",0.000836832593344813,0.00107424006498273,"GA",2024-03-12,1,1,1,1,1,1,1,1,1,1
"424",0.0177730306782077,0.00116255514774184,"GA",2024-03-13,1,1,1,1,1,1,1,1,1,1
"425",0.00114448061224989,0.00126581088413099,"GA",2024-03-14,1,1,1,1,1,1,1,1,1,1
"426",0.00114105821558821,0.00138684275449503,"GA",2024-03-15,1,1,1,1,1,1,1,1,1,1
"427",NA,NA,"GA",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",NA,NA,"GA",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",NA,NA,"GA",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",NA,NA,"GA",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",0.00995517453883593,0.00244043355097188,"GA",2024-03-20,1,1,1,1,1,1,1,1,1,1
"432",0.00273674366232006,0.00280871471400364,"GA",2024-03-21,1,1,1,1,1,1,1,1,1,1
"433",NA,NA,"GA",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",NA,NA,"GA",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",0.0167899772831129,0.00464114843316642,"GA",2024-03-24,1,1,1,1,1,1,1,1,1,1
"436",1.124776194125,0.473835209980048,"GA",2024-03-25,1,1,1,0,0,1,1,1,0,0
"437",0.046774987814218,0.00706547981131124,"GA",2024-03-26,1,1,1,1,1,1,1,1,1,1
"438",0.0263829802294214,0.0089831606406138,"GA",2024-03-27,1,1,1,1,1,1,1,1,1,1
"439",0.00755748655172461,0.011656269457603,"GA",2024-03-28,1,1,1,1,1,1,1,1,1,1
"440",0.0361085062499882,0.0154174897345395,"GA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"441",NA,NA,"GA",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",1.25605312183118,1.75420183627111,"GA",2024-03-31,1,1,1,0,0,1,1,1,0,0
"443",0.957192813190379,0.833458266406792,"GA",2024-04-01,0,1,1,1,0,0,1,1,1,0
"444",0.0236926308924612,0.0532634799687268,"GA",2024-04-02,1,1,1,1,1,1,1,1,1,1
"445",0.291323887456933,0.0729151308421656,"GA",2024-04-03,1,1,1,1,1,1,1,1,1,1
"446",0.226958725210251,0.0988543811898854,"GA",2024-04-04,1,1,1,1,1,1,1,1,1,1
"447",0.275116166496385,0.132122129744134,"GA",2024-04-05,1,1,1,1,1,1,0,1,1,0
"448",0.491873819006175,0.173517531569378,"GA",2024-04-06,1,1,1,1,1,1,0,0,1,0
"449",0.0733973726757342,0.223522580021525,"GA",2024-04-07,1,1,1,1,1,1,1,1,1,1
"450",0.772016670650827,0.833686083466833,"GA",2024-04-08,0,1,1,1,1,0,1,1,1,0
"451",0.764882907675677,0.349748272865528,"GA",2024-04-09,1,1,1,1,1,1,0,1,1,0
"452",0.773359741719922,0.659830905417494,"GA",2024-04-10,1,1,1,1,1,0,0,1,1,0
"453",1.29234472860707,0.509130790211997,"GA",2024-04-11,1,1,1,1,0,1,0,1,1,0
"454",0.895404126731961,1.37361150356051,"GA",2024-04-12,0,1,1,1,1,0,0,1,1,1
"455",1.25075371999821,0.696215292767139,"GA",2024-04-13,1,1,1,1,0,1,0,1,1,0
"456",0.891886864460542,1.41624870920592,"GA",2024-04-14,0,1,1,1,1,0,1,1,1,0
"457",NA,NA,"GA",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",0.322260026308258,1.00501550907009,"GA",2024-04-16,1,1,1,1,1,1,0,1,1,0
"459",1.30968615158798,1.10795232083507,"GA",2024-04-17,1,1,1,1,0,1,0,1,1,0
"460",0.868770723534712,1.56627803376085,"GA",2024-04-18,0,1,1,1,1,0,0,1,1,1
"461",NA,NA,"GA",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462",NA,NA,"GA",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",NA,NA,"HI",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464",NA,NA,"HI",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465",NA,NA,"HI",2024-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",NA,NA,"HI",2024-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",NA,NA,"HI",2024-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",NA,NA,"HI",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469",NA,NA,"HI",2024-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",NA,NA,"HI",2024-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471",NA,NA,"HI",2024-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",NA,NA,"HI",2024-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",NA,NA,"HI",2024-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",NA,NA,"HI",2024-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",NA,NA,"HI",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",NA,NA,"HI",2024-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",NA,NA,"HI",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",NA,NA,"HI",2024-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",NA,NA,"HI",2024-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",NA,NA,"HI",2024-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",NA,NA,"HI",2024-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",NA,NA,"HI",2024-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483",NA,NA,"HI",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",NA,NA,"HI",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",NA,NA,"HI",2024-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486",NA,NA,"HI",2024-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",NA,NA,"HI",2024-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",NA,NA,"HI",2024-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",NA,NA,"HI",2024-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",NA,NA,"HI",2024-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",NA,NA,"HI",2024-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",NA,NA,"HI",2024-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",NA,NA,"HI",2024-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,"HI",2024-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",NA,NA,"HI",2024-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",NA,NA,"HI",2024-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",NA,NA,"HI",2024-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",NA,NA,"HI",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",NA,NA,"HI",2024-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",NA,NA,"HI",2024-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",NA,NA,"HI",2024-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502",NA,NA,"HI",2024-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",NA,NA,"HI",2024-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504",NA,NA,"HI",2024-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",0.00375358042644243,0.000934070634738137,"IA",2024-03-10,1,1,1,1,1,0,1,1,1,0
"506",1.28472379007736,0.648065428264018,"IA",2024-03-11,1,1,1,0,0,1,1,1,0,0
"507",0.016738500399583,0.00107424006498273,"IA",2024-03-12,1,1,1,1,1,1,1,1,1,1
"508",0.0162731895766061,0.00116255514774184,"IA",2024-03-13,1,1,1,1,1,1,1,1,1,1
"509",0.0103984508751742,0.00126581088413099,"IA",2024-03-14,1,1,1,1,1,1,1,1,1,1
"510",NA,NA,"IA",2024-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511",0.00150941842276311,0.00152933852619434,"IA",2024-03-16,1,1,1,1,1,1,1,1,1,1
"512",0.0015205765677113,0.00169816192839566,"IA",2024-03-17,1,1,1,1,1,1,1,1,1,1
"513",0.00716997284463586,0.00189982390049057,"IA",2024-03-18,1,1,1,1,1,1,1,1,1,1
"514",0.00832883979287292,0.00214317528604862,"IA",2024-03-19,1,1,1,1,1,1,1,1,1,1
"515",0.00880279984879297,0.00244043355097188,"IA",2024-03-20,1,1,1,1,1,1,1,1,1,1
"516",0.0413345476998425,0.00280871471400364,"IA",2024-03-21,1,1,1,1,1,1,1,1,1,1
"517",NA,NA,"IA",2024-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",1.14703864566777,0.920505633836961,"IA",2024-03-23,0,1,1,1,0,0,1,1,1,0
"519",NA,NA,"IA",2024-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520",0.00579449964667207,0.00567128875229413,"IA",2024-03-25,1,1,1,1,1,1,1,1,1,1
"521",0.021029811280696,0.00706547981131124,"IA",2024-03-26,1,1,1,1,1,1,1,1,1,1
"522",0.748308671457989,0.361864518808525,"IA",2024-03-27,0,1,1,1,1,1,1,1,1,1
"523",0.0975644302900068,0.011656269457603,"IA",2024-03-28,1,1,1,1,1,1,1,1,1,1
"524",0.0756786625978877,0.0154174897345395,"IA",2024-03-29,1,1,1,1,1,1,1,1,1,1
"525",NA,NA,"IA",2024-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",NA,NA,"IA",2024-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",0.296134155133793,0.0387465013978549,"IA",2024-04-01,1,1,1,1,1,1,1,1,1,1
"528",0.155057589433073,0.0532634799687268,"IA",2024-04-02,1,1,1,1,1,0,1,1,1,0
"529",0.293412026972916,0.0729151308421656,"IA",2024-04-03,1,1,1,1,1,1,0,1,1,0
"530",0.919378864426012,0.400286767715896,"IA",2024-04-04,1,1,0,1,1,0,0,0,1,0
"531",0.274779937765134,0.132122129744134,"IA",2024-04-05,1,1,1,1,1,1,0,1,1,0
"532",0.179963087324129,0.173517531569378,"IA",2024-04-06,1,1,1,1,1,0,1,1,1,0
"533",1.01162023752717,1.4078477189536,"IA",2024-04-07,0,1,1,1,1,0,0,1,1,1
"534",0.670707212251543,0.282301125857494,"IA",2024-04-08,1,1,1,1,1,1,0,1,1,0
"535",0.31023832326173,0.349748272865528,"IA",2024-04-09,1,1,1,1,1,1,0,1,1,0
"536",0.87814565655227,0.425538466345028,"IA",2024-04-10,1,1,1,1,1,0,1,1,1,0
"537",0.969270460249253,0.680100790721725,"IA",2024-04-11,1,1,1,1,1,0,0,1,1,0
"538",0.479531265351651,0.599727239526694,"IA",2024-04-12,1,1,1,1,1,1,0,1,1,0
"539",0.225197783628486,0.696215292767139,"IA",2024-04-13,1,1,1,1,1,1,1,1,1,1
"540",NA,NA,"IA",2024-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541",0.295638488372805,0.900731683639896,"IA",2024-04-15,1,1,1,1,1,1,1,1,1,1
"542",0.835975862081599,1.24452008861102,"IA",2024-04-16,0,1,1,1,1,0,0,1,1,1
"543",0.869550124912796,1.52409086952732,"IA",2024-04-17,0,1,1,1,1,0,1,1,1,0
"544",0.412503652445328,1.20760941961458,"IA",2024-04-18,1,1,1,1,1,1,0,1,1,0
"545",0.928023603698975,1.45571998610325,"IA",2024-04-19,0,1,1,1,1,0,0,1,1,0
"546",0.497011016244645,1.39072291484705,"IA",2024-04-20,1,1,1,1,1,1,0,1,1,0
"547",NA,NA,"ID",2024-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548",NA,NA,"ID",2024-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
